date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:01	2894/2894	---MCZ	200	added ('OK')	text/css	etag:W/%2267f878d2-b4e%22	https://namhocit.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.6	E:/WebBanGame/namhocit.com/wp-content/plugins/contact-form-7/includes/css/stylesfc7a.css	(from https://namhocit.com/)
11:52:01	178018/178018	---MCZ	200	added ('OK')	text/css	etag:W/%2262aa0984-2b762%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/flatsome2855.css	(from https://namhocit.com/)
11:52:02	12156/12156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262aa0984-2f7c%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot?v=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8cc2.eot	(from https://namhocit.com/)
11:52:02	12156/12156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262aa0984-2f7c%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://namhocit.com/)
11:52:02	6752/6752	---M--	200	added ('OK')	application/octet-stream	etag:%2262aa0984-1a60%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2?v=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8cc2.woff2	(from https://namhocit.com/)
11:52:02	11988/11988	---M--	200	added ('OK')	application/octet-stream	etag:%2262aa0984-2ed4%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8cc2.ttf	(from https://namhocit.com/)
11:52:03	12064/12064	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2262aa0984-2f20%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8cc2.woff	(from https://namhocit.com/)
11:52:03	33974/33974	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262aa0984-84b6%22	https://namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8cc2.svg	(from https://namhocit.com/)
11:52:04	1294/1294	---MCZ	200	added ('OK')	text/css	etag:W/%2262b9fc1d-50e%22	https://namhocit.com/wp-content/themes/hainam/style.css?ver=3.0	E:/WebBanGame/namhocit.com/wp-content/themes/hainam/style6aec.css	(from https://namhocit.com/)
11:52:04	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654b0c02-15601%22	https://namhocit.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	E:/WebBanGame/namhocit.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://namhocit.com/)
11:52:04	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d31320-3509%22	https://namhocit.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	E:/WebBanGame/namhocit.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://namhocit.com/)
11:52:05	337480/337480	---MCZ	200	added ('OK')	application/json	date:Sat,%2010%20May%202025%2004:52:05%20GMT	https://namhocit.com/wp-json/	E:/WebBanGame/namhocit.com/wp-json/index.html	(from https://namhocit.com/)
11:52:05	109236/109236	---MCZ	200	added ('OK')	application/json	date:Sat,%2010%20May%202025%2004:52:05%20GMT	https://namhocit.com/wp-json/wp/v2/pages/45	E:/WebBanGame/namhocit.com/wp-json/wp/v2/pages/45.json	(from https://namhocit.com/)
11:52:05	786/786	---MCZ	200	added ('OK')	text/xml	date:Sat,%2010%20May%202025%2004:52:05%20GMT	https://namhocit.com/xmlrpc.php?rsd	E:/WebBanGame/namhocit.com/xmlrpc0db0.php	(from https://namhocit.com/)
11:52:05	2028/2028	---MCZ	200	added ('OK')	application/json	date:Sat,%2010%20May%202025%2004:52:05%20GMT	https://namhocit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnamhocit.com%2F	E:/WebBanGame/namhocit.com/wp-json/oembed/1.0/embed8aac.json	(from https://namhocit.com/)
11:52:06	2183/2183	---MCZ	200	added ('OK')	text/xml	date:Sat,%2010%20May%202025%2004:52:06%20GMT	https://namhocit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnamhocit.com%2F&format=xml	E:/WebBanGame/namhocit.com/wp-json/oembed/1.0/embed0fd4	(from https://namhocit.com/)
11:52:06	940/940	---M--	200	added ('OK')	image/png	etag:%2262b5106c-3ac%22	https://namhocit.com/wp-content/uploads/2022/06/cropped-logo-namhocit-32x32.png	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/06/cropped-logo-namhocit-32x32.png	(from https://namhocit.com/)
11:52:06	12876/12876	---M--	200	added ('OK')	image/png	etag:%2262b5106c-324c%22	https://namhocit.com/wp-content/uploads/2022/06/cropped-logo-namhocit-192x192.png	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/06/cropped-logo-namhocit-192x192.png	(from https://namhocit.com/)
11:52:07	19444/19444	---M--	200	added ('OK')	image/png	etag:%2262b5106c-4bf4%22	https://namhocit.com/wp-content/uploads/2022/06/cropped-logo-namhocit-180x180.png	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/06/cropped-logo-namhocit-180x180.png	(from https://namhocit.com/)
11:52:07	2763/2763	---M--	200	added ('OK')	image/png	etag:%2262b51050-acb%22	https://namhocit.com/wp-content/uploads/2022/06/logo-namhocit.png	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/06/logo-namhocit.png	(from https://namhocit.com/)
11:52:08	167593/167593	---M--	200	added ('OK')	image/jpeg	etag:%22681b4930-28ea9%22	https://namhocit.com/wp-content/uploads/2025/05/lightroom-cs6-19.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/05/lightroom-cs6-19.jpg	(from https://namhocit.com/)
11:52:08	9923/9923	---M--	200	added ('OK')	image/jpeg	etag:%2262f627c1-26c3%22	https://namhocit.com/wp-content/uploads/2022/08/idm-full-crack-300x169.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/08/idm-full-crack-300x169.jpg	(from https://namhocit.com/)
11:52:08	82949/82949	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:08%20GMT	https://namhocit.com/category/phan-mem-may-tinh/	E:/WebBanGame/namhocit.com/category/phan-mem-may-tinh/index.html	(from https://namhocit.com/)
11:52:09	83323/83323	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:09%20GMT	https://namhocit.com/category/do-hoa-video/	E:/WebBanGame/namhocit.com/category/do-hoa-video/index.html	(from https://namhocit.com/)
11:52:10	82813/82813	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:08%20GMT	https://namhocit.com/category/office/	E:/WebBanGame/namhocit.com/category/office/index.html	(from https://namhocit.com/)
11:52:10	80210/80210	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:08%20GMT	https://namhocit.com/category/windows/	E:/WebBanGame/namhocit.com/category/windows/index.html	(from https://namhocit.com/)
11:52:10	122743/122743	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:10%20GMT	https://namhocit.com/lightroom-cs6/	E:/WebBanGame/namhocit.com/lightroom-cs6/index.html	(from https://namhocit.com/)
11:52:10	6015/6015	---M--	200	added ('OK')	image/jpeg	etag:%226811f776-177f%22	https://namhocit.com/wp-content/uploads/2025/04/adobe-illustrator-cs6-11-300x168.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/adobe-illustrator-cs6-11-300x168.jpg	(from https://namhocit.com/)
11:52:10	133159/133159	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:10%20GMT	https://namhocit.com/tai-idm/	E:/WebBanGame/namhocit.com/tai-idm/index.html	(from https://namhocit.com/)
11:52:10	10166/10166	---M--	200	added ('OK')	image/jpeg	etag:%226810a6a3-27b6%22	https://namhocit.com/wp-content/uploads/2025/04/autocad-2007-1-300x168.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/autocad-2007-1-300x168.jpg	(from https://namhocit.com/)
11:52:11	124573/124573	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:10%20GMT	https://namhocit.com/adobe-illustrator-cs6/	E:/WebBanGame/namhocit.com/adobe-illustrator-cs6/index.html	(from https://namhocit.com/)
11:52:11	9564/9564	---M--	200	added ('OK')	image/jpeg	etag:%22680f5417-255c%22	https://namhocit.com/wp-content/uploads/2025/04/3ds-max-2020-1-300x174.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/3ds-max-2020-1-300x174.jpg	(from https://namhocit.com/)
11:52:11	128312/128312	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:11%20GMT	https://namhocit.com/autocad-2007-full/	E:/WebBanGame/namhocit.com/autocad-2007-full/index.html	(from https://namhocit.com/)
11:52:11	14664/14664	---M--	200	added ('OK')	image/jpeg	etag:%2262d7ce45-3948%22	https://namhocit.com/wp-content/uploads/2022/07/office-2010-full-300x200.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/07/office-2010-full-300x200.jpg	(from https://namhocit.com/)
11:52:11	131940/131940	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:11%20GMT	https://namhocit.com/3ds-max-2020/	E:/WebBanGame/namhocit.com/3ds-max-2020/index.html	(from https://namhocit.com/)
11:52:12	137397/137397	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:11%20GMT	https://namhocit.com/tai-office-2010/	E:/WebBanGame/namhocit.com/tai-office-2010/index.html	(from https://namhocit.com/)
11:52:12	9305/9305	---M--	200	added ('OK')	image/jpeg	etag:%2262e8a752-2459%22	https://namhocit.com/wp-content/uploads/2022/08/office-2019-full-crack-300x184.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/08/office-2019-full-crack-300x184.jpg	(from https://namhocit.com/)
11:52:12	147865/147865	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:12%20GMT	https://namhocit.com/office-2019/	E:/WebBanGame/namhocit.com/office-2019/index.html	(from https://namhocit.com/)
11:52:13	139865/139865	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:13%20GMT	https://namhocit.com/microsoft-office-365/	E:/WebBanGame/namhocit.com/microsoft-office-365/index.html	(from https://namhocit.com/)
11:52:14	7724/7724	---M--	200	added ('OK')	image/jpeg	etag:%2263075782-1e2c%22	https://namhocit.com/wp-content/uploads/2022/08/office-365-full-crack-300x143.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/08/office-365-full-crack-300x143.jpg	(from https://namhocit.com/)
11:52:14	9221/9221	---M--	200	added ('OK')	image/jpeg	etag:%2263228f2f-2405%22	https://namhocit.com/wp-content/uploads/2022/09/office-2021-1-300x179.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/office-2021-1-300x179.jpg	(from https://namhocit.com/)
11:52:15	118040/118040	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:14%20GMT	https://namhocit.com/office-2021/	E:/WebBanGame/namhocit.com/office-2021/index.html	(from https://namhocit.com/)
11:52:15	110997/110997	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:15%20GMT	https://namhocit.com/office-2024/	E:/WebBanGame/namhocit.com/office-2024/index.html	(from https://namhocit.com/)
11:52:15	7844/7844	---M--	200	added ('OK')	image/jpeg	etag:%2267d2b028-1ea4%22	https://namhocit.com/wp-content/uploads/2025/03/office-2024-300x169.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/03/office-2024-300x169.jpg	(from https://namhocit.com/)
11:52:15	10528/10528	---M--	200	added ('OK')	image/jpeg	etag:%2263228432-2920%22	https://namhocit.com/wp-content/uploads/2022/09/key-office-2010-1-300x184.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/key-office-2010-1-300x184.jpg	(from https://namhocit.com/)
11:52:15	5798/5798	---M--	200	added ('OK')	image/jpeg	etag:%2263228680-16a6%22	https://namhocit.com/wp-content/uploads/2022/09/key-office-2016-1-300x184.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/key-office-2016-1-300x184.jpg	(from https://namhocit.com/)
11:52:16	104039/104039	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:15%20GMT	https://namhocit.com/key-office-2010/	E:/WebBanGame/namhocit.com/key-office-2010/index.html	(from https://namhocit.com/)
11:52:16	108054/108054	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:16%20GMT	https://namhocit.com/key-office-2016/	E:/WebBanGame/namhocit.com/key-office-2016/index.html	(from https://namhocit.com/)
11:52:16	10460/10460	---M--	200	added ('OK')	image/jpeg	etag:%2263228231-28dc%22	https://namhocit.com/wp-content/uploads/2022/09/key-office-2013-1-300x161.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/key-office-2013-1-300x161.jpg	(from https://namhocit.com/)
11:52:16	102076/102076	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:16%20GMT	https://namhocit.com/key-office-2013/	E:/WebBanGame/namhocit.com/key-office-2013/index.html	(from https://namhocit.com/)
11:52:17	49984/49984	---M--	200	added ('OK')	image/jpeg	etag:%2262f627b6-c340%22	https://namhocit.com/wp-content/uploads/2022/08/idm-full-crack.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/08/idm-full-crack.jpg	(from https://namhocit.com/)
11:52:17	15030/15030	---M--	200	added ('OK')	image/jpeg	etag:%226336da84-3ab6%22	https://namhocit.com/wp-content/uploads/2022/09/sound-booster-300x187.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/sound-booster-300x187.jpg	(from https://namhocit.com/)
11:52:17	9318/9318	---M--	200	added ('OK')	image/jpeg	etag:%226334184c-2466%22	https://namhocit.com/wp-content/uploads/2022/09/kmsauto-full-crack-300x169.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/kmsauto-full-crack-300x169.jpg	(from https://namhocit.com/)
11:52:18	110821/110821	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:17%20GMT	https://namhocit.com/tai-sound-booster/	E:/WebBanGame/namhocit.com/tai-sound-booster/index.html	(from https://namhocit.com/)
11:52:18	113666/113666	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:18%20GMT	https://namhocit.com/tai-kmsauto/	E:/WebBanGame/namhocit.com/tai-kmsauto/index.html	(from https://namhocit.com/)
11:52:18	36373/36373	---M--	200	added ('OK')	image/jpeg	etag:%226811f776-8e15%22	https://namhocit.com/wp-content/uploads/2025/04/adobe-illustrator-cs6-11.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/adobe-illustrator-cs6-11.jpg	(from https://namhocit.com/)
11:52:18	57429/57429	---M--	200	added ('OK')	image/jpeg	etag:%226810a6a3-e055%22	https://namhocit.com/wp-content/uploads/2025/04/autocad-2007-1.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/autocad-2007-1.jpg	(from https://namhocit.com/)
11:52:19	66296/66296	---M--	200	added ('OK')	image/jpeg	etag:%22680f5417-102f8%22	https://namhocit.com/wp-content/uploads/2025/04/3ds-max-2020-1.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/3ds-max-2020-1.jpg	(from https://namhocit.com/)
11:52:19	111446/111446	---M--	200	added ('OK')	image/jpeg	etag:%226808d07b-1b356%22	https://namhocit.com/wp-content/uploads/2025/04/photoshop-2025.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/photoshop-2025.jpg	(from https://namhocit.com/)
11:52:20	124415/124415	---M--	200	added ('OK')	image/jpeg	etag:%2268036078-1e5ff%22	https://namhocit.com/wp-content/uploads/2025/04/photoshop-2024-15.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/photoshop-2024-15.jpg	(from https://namhocit.com/)
11:52:20	120538/120538	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:19%20GMT	https://namhocit.com/tai-photoshop-2025/	E:/WebBanGame/namhocit.com/tai-photoshop-2025/index.html	(from https://namhocit.com/)
11:52:20	121768/121768	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:20%20GMT	https://namhocit.com/photoshop-2024/	E:/WebBanGame/namhocit.com/photoshop-2024/index.html	(from https://namhocit.com/)
11:52:20	43556/43556	---M--	200	added ('OK')	image/jpeg	etag:%2262ba81bf-aa24%22	https://namhocit.com/wp-content/uploads/2022/06/cach-cai-dat-autocad-2021-buoc-15.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/06/cach-cai-dat-autocad-2021-buoc-15.jpg	(from https://namhocit.com/)
11:52:20	15472/15472	---M--	200	added ('OK')	image/jpeg	etag:%22681b4930-3c70%22	https://namhocit.com/wp-content/uploads/2025/05/lightroom-cs6-19-300x165.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/05/lightroom-cs6-19-300x165.jpg	(from https://namhocit.com/)
11:52:20	123334/123334	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:20%20GMT	https://namhocit.com/autocad-2021/	E:/WebBanGame/namhocit.com/autocad-2021/index.html	(from https://namhocit.com/)
11:52:21	14480/14480	---M--	200	added ('OK')	image/jpeg	etag:%226808d07b-3890%22	https://namhocit.com/wp-content/uploads/2025/04/photoshop-2025-300x168.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/photoshop-2025-300x168.jpg	(from https://namhocit.com/)
11:52:21	13645/13645	---M--	200	added ('OK')	image/jpeg	etag:%2268036078-354d%22	https://namhocit.com/wp-content/uploads/2025/04/photoshop-2024-15-300x168.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2025/04/photoshop-2024-15-300x168.jpg	(from https://namhocit.com/)
11:52:22	9151/9151	---M--	200	added ('OK')	image/jpeg	etag:%2262ba81c9-23bf%22	https://namhocit.com/wp-content/uploads/2022/06/cach-cai-dat-autocad-2021-buoc-15-300x189.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/06/cach-cai-dat-autocad-2021-buoc-15-300x189.jpg	(from https://namhocit.com/)
11:52:23	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%226733f2ec-12a8%22	https://namhocit.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	E:/WebBanGame/namhocit.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://namhocit.com/)
11:52:23	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%22660cd8b4-23b5%22	https://namhocit.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	E:/WebBanGame/namhocit.com/wp-includes/js/dist/i18n.minc33c.js	(from https://namhocit.com/)
11:52:23	12512/12512	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f878d2-30e0%22	https://namhocit.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.6	E:/WebBanGame/namhocit.com/wp-content/plugins/contact-form-7/includes/swv/js/indexfc7a.js	(from https://namhocit.com/)
11:52:23	13452/13452	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267f878d2-348c%22	https://namhocit.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.6	E:/WebBanGame/namhocit.com/wp-content/plugins/contact-form-7/includes/js/indexfc7a.js	(from https://namhocit.com/)
11:52:24	15960/15960	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262aa0985-3e58%22	https://namhocit.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.15.4	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search2855.js	(from https://namhocit.com/)
11:52:24	41247/41247	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267fe8e38-a11f%22	https://namhocit.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	E:/WebBanGame/namhocit.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://namhocit.com/)
11:52:24	1499/1499	---MCZ	200	added ('OK')	application/javascript	etag:W/%226313f93c-5db%22	https://namhocit.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	E:/WebBanGame/namhocit.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://namhocit.com/)
11:52:25	55326/55326	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262aa0984-d81e%22	https://namhocit.com/wp-content/themes/flatsome/assets/js/flatsome.js?ver=dfed7b62b19c7bfa50899e873935db6f	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/js/flatsome334f.js	(from https://namhocit.com/)
11:52:25	3790/3790	---M--	200	added ('OK')	image/png	etag:%2262aa0984-ece%22	https://namhocit.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://namhocit.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.15.4)
11:52:25	1020/1020	---M--	200	added ('OK')	image/png	etag:%2262aa0984-3fc%22	https://namhocit.com/wp-content/themes/flatsome/assets/img/underline.png	E:/WebBanGame/namhocit.com/wp-content/themes/flatsome/assets/img/underline.png	(from https://namhocit.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.15.4)
11:52:26	673/673	---MCZ	200	added ('OK')	application/json	date:Sat,%2010%20May%202025%2004:52:26%20GMT	https://namhocit.com/wp-json/wp/v2/categories/10	E:/WebBanGame/namhocit.com/wp-json/wp/v2/categories/10.json	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:26	83466/83466	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:26%20GMT	https://namhocit.com/category/phan-mem-may-tinh/page/2/	E:/WebBanGame/namhocit.com/category/phan-mem-may-tinh/page/2/index.html	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:26	41610/41610	---M--	200	added ('OK')	image/jpeg	etag:%226332b86d-a28a%22	https://namhocit.com/wp-content/uploads/2022/09/chew-wga-v0-9.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/09/chew-wga-v0-9.jpg	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:26	275297/275297	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d8cbdf900f9cc50e378c262a8f018d53%22	https://namhocit.com/category/phan-mem-may-tinh/feed/	E:/WebBanGame/namhocit.com/category/phan-mem-may-tinh/feed/index.html	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:26	45538/45538	---M--	200	added ('OK')	image/jpeg	etag:%2262f1b7e7-b1e2%22	https://namhocit.com/wp-content/uploads/2022/08/badicam-full-crack.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/08/badicam-full-crack.jpg	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:27	112498/112498	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:26%20GMT	https://namhocit.com/chew-wga/	E:/WebBanGame/namhocit.com/chew-wga/index.html	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:27	44452/44452	---M--	200	added ('OK')	image/jpeg	etag:%2262fa15ac-ada4%22	https://namhocit.com/wp-content/uploads/2022/08/winrar-full-crack.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/08/winrar-full-crack.jpg	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:27	20061/20061	---M--	200	added ('OK')	image/jpeg	etag:%2263412f02-4e5d%22	https://namhocit.com/wp-content/uploads/2022/10/onekey-ghost-win-11.jpg	E:/WebBanGame/namhocit.com/wp-content/uploads/2022/10/onekey-ghost-win-11.jpg	(from https://namhocit.com/category/phan-mem-may-tinh/)
11:52:27	117435/117435	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20May%202025%2004:52:27%20GMT	https://namhocit.com/bandicam/	E:/WebBanGame/namhocit.com/bandicam/index.html	(from https://namhocit.com/category/phan-mem-may-tinh/)
